ID	Other_ID	Other_ID_2	Genus	Species	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	Accession	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)			Mean Depth	BoC %	Bam file location_NIH	Bam file location_LMU (OLD)	Bam file location_LMU (LATEST)	VCF-name-GLOBUS	BAM-directory-GLOBUS	BAM-name-GLOBUS	Notes	Reference	v1_148g	name_haplo_VCF	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)
TRF.02.26	Nenets2	K.3-7b	Canis	familiaris	Tissue	Skin	NenetsIamal	NenetsIamal3	Nenets	Russia	63.2	73.9	93	1927 AD					Arctic_Dogs	A1a	M		0.07			0.07	6.7	/data/feuerborntr/Bams/TRF.02.26_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.26_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.26_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.26	D	NenetsIamal3	93	D_NenetsIamal3_93	Dogs	Arctic_Dogs
TRF.02.49	Chuchki1	K.607	Canis	familiaris	Tissue	Skin	Chukotka	Chukotka2	Chuchki	Russia	64.4	-173.4	95	1927 AD					Arctic_Dogs	A1b	M		4.41			4.22	93.57	/data/feuerborntr/Bams/TRF.02.49_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.49_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.49_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.49	D	Chukotka2	95	D_Chukotka2_95	Dogs	Arctic_Dogs
TRF.02.53	Kamchatka2	K.1161b	Canis	familiaris	Tissue	Skin	Kamchatka	Kamchatka2	Koryaks	Russia	60.31	163.5	60	1961 AD					Arctic_Dogs	A1a	M		20.83			21.05	99.01	/data/feuerborntr/Bams/TRF.02.53_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.53_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.53_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.53	D	Kamchatka2	60	D_Kamchatka2_60	Dogs	Arctic_Dogs
TRF.02.54	Kamchatka1	K.1160b	Canis	familiaris	Tissue	Skin	Kamchatka	Kamchatka3	Koryaks	Russia	61.31	163.5	60	1961 AD					Arctic_Dogs	A1a	M		0.12			0.12	11.11	/data/feuerborntr/Bams/TRF.02.54_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.54_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.54_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.54	D	Kamchatka3	60	D_Kamchatka3_60	Dogs	Arctic_Dogs
TRF.04.04	Ishkinino1	AL2307	Canis	familiaris	Bone		Ishkinino	Ishkinino1	Ishkinino	Russia	51.5	58.3	3275	3275	3850	2700			Arctic_Dogs	A1a	M		2.77			2.6	87.2	/data/feuerborntr/Bams/TRF.04.04_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.04.04_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.04.04_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.04.04	D	Ishkinino1	3275	D_Ishkinino1_3275	Dogs	Arctic_Dogs
TRF.04.09	Veretye2	AL3253	Canis	familiaris	Bone		Veretye	Veretye2	Veretye	Russia	61.3	38.9	10930	8750	9000	8500			Arctic_Dogs	A	M		8.58			8.52	99.07	/data/feuerborntr/Bams/TRF.04.09_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.04.09_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.04.09_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.04.09	D	Veretye2	10930	D_Veretye2_10930	Dogs	Arctic_Dogs
TRF.04.10	Bolgar1	AL2275	Canis	familiaris	Tooth		Bolgar	Bolgar1	Bolgar	Russia	55.6	49.1	1000	1400-700 AD					Arctic_Dogs	A1a	M		7.92			7.92	98.91	/data/feuerborntr/Bams/TRF.04.10_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.04.10_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.04.10_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.04.10	D	Bolgar1	1000	D_Bolgar1_1000	Dogs	Arctic_Dogs
TRF.05.04	Ust'-Polui1	736-6410	Canis	familiaris	Bone		UstPolui	UstPolui1	Ust'-Polui	Russia	66.6	66.6	2000	260BC-140AD					Arctic_Dogs	A1a	M		0.11			0.11	10.61	/data/feuerborntr/Bams/TRF.05.04_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.04_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.04_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.04	D	UstPolui1	2000	D_UstPolui1_2000	Dogs	Arctic_Dogs
TRF.05.05	Ust'-Polui2	736-6430	Canis	familiaris	Bone		UstPolui	UstPolui2	Ust'-Polui	Russia	66.6	66.6	2000	260BC-140AD					Arctic_Dogs	A1a	M		11.78			11.59	99.13	/data/feuerborntr/Bams/TRF.05.05_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.05_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.05_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.05	D	UstPolui2	2000	D_UstPolui2_2000	Dogs	Arctic_Dogs
TRF.05.06	Ust'-Polui7	736-7407	Canis	familiaris	Bone		UstPolui	UstPolui3	Ust'-Polui	Russia	66.6	66.6	2000	260BC-140AD					Arctic_Dogs		F		0.02			0.02	2.34	/data/feuerborntr/Bams/TRF.05.06_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.06_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.06_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.06	D	UstPolui3	2000	D_UstPolui3_2000	Dogs	Arctic_Dogs
TRF.05.07	Ust'-Polui3	736-6430	Canis	familiaris	Bone		UstPolui	UstPolui4	Ust'-Polui	Russia	66.6	66.6	2000	260BC-140AD					Arctic_Dogs	C	M		4.01			4.03	96.34	/data/feuerborntr/Bams/TRF.05.07_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.07_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.07_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.07	D	UstPolui4	2000	D_UstPolui4_2000	Dogs	Arctic_Dogs
TRF.05.08	Ust'-Polui5	736-6648	Canis	familiaris	Bone		UstPolui	UstPolui5	Ust'-Polui	Russia	66.6	66.6	2000	260BC-140AD					Arctic_Dogs	A1a	M		0.01			0.01	1.29	/data/feuerborntr/Bams/TRF.05.08_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.08_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.08_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.08	D	UstPolui5	2000	D_UstPolui5_2000	Dogs	Arctic_Dogs
TRF.05.10	Ust'-Polui4	736-6430	Canis	familiaris	Bone		UstPolui	UstPolui6	Ust'-Polui	Russia	66.6	66.6	2000	260BC-140AD					Arctic_Dogs	A1a	F		2.43			2.31	86.1	/data/feuerborntr/Bams/TRF.05.10_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.10_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.10_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.10	D	UstPolui6	2000	D_UstPolui6_2000	Dogs	Arctic_Dogs
TRF.05.14	Tiutei-Sale1	783-1020	Canis	familiaris	Bone		TiuteiSaleI	TiuteiSaleI1	Tiutei-Sale 1	Russia	71.0	67.0	1111	1111	1141	1081			Arctic_Dogs		M		3.79			3.66	93.48	/data/feuerborntr/Bams/TRF.05.14_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.14_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.14_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.14	D	TiuteiSaleI1	1111	D_TiuteiSaleI1_1111	Dogs	Arctic_Dogs
TRF.05.16	Iarte6	677-7393 to 7403	Canis	familiaris	Tooth		IarteVI	IarteVI1	Iarte 6	Russia	69.0	70.0	800	11th Cent. AD					Arctic_Dogs	A1a	M		1.63			1.62	76.5	/data/feuerborntr/Bams/TRF.05.16_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.16_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.16_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.16	D	IarteVI1	800	D_IarteVI1_800	Dogs	Arctic_Dogs
TRF.05.17	Ust'-Voikar	1232-6837	Canis	familiaris	Bone		UstVoikar	UstVoikar1	Ust'-Voikar	Russia	65.0	64.0	857	857	887	827			Arctic_Dogs	A1a	M		2.38			2.36	86.88	/data/feuerborntr/Bams/TRF.05.17_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.05.17_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.05.17_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.05.17	D	UstVoikar1	857	D_UstVoikar1_857	Dogs	Arctic_Dogs
Afontova	Afontova Gora_12422	AC05	Canis	sp	Bone	Tibia	AfontovaGora	AfontovaGora1	Afontova Gora	Russia	55.95	92.7	13750	13750					Undet							0.2	11.62		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2660_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/initial/Afontova_udgnone_libmerged_rmdup.bam		Unpub_Oxford	AL2660_rmdup.bam		Oxford unpublished data		Afontova	U	AfontovaGora1	13750	U_AfontovaGora1_13750	Undet	Undet
CGG29	Bunge-Tol1885l	BT-1885	Canis	lupus	Bone	Humerus	BungeToll	BungeToll1	Bunge-Toll-1885, Siberia	Russia	68.92	134.48	48210	48210			SAMEA7538371		Pleistocene_Wolves		M		6.56			3.13	93.05	/data/feuerborntr/Mapped/CGG/CGG29.CanFam3.1Y.rmdup.bam	/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG29.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Ramos-Madrigal-2021/CGG29.CanFam3.1Y.rmdup.bam		Ramos-Madrigal-2021	CGG29.CanFam3.1Y.rmdup.bam		Ramos-Madrigal et al. (2021) 'Genomes of Pleistocene Siberian Wolves Uncover Multiple Extinct Wolf Lineages', Current Biology, 31: 198-206.e8		CGG29	W	BungeToll1	48210	W_BungeToll1_48210	Pleistocene_Wolves	Wolves
CGG32	Tirekhtyakh	C_1216	Canis	lupus	Bone	Skull	Tirekhtyakh	Tirekhtyakh4	Tirekhtyakh River, Indigirka River, Siberia	Russia	68.89	147.21	50000	>50,000			SAMEA7538369		Pleistocene_Wolves		M		14.55			14.51	99.32	/data/feuerborntr/Mapped/CGG/CGG32.CanFam3.1Y.rmdup.bam	/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG32_reordered.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Ramos-Madrigal-2021/CGG32.CanFam3.1Y.rmdup.bam		Ramos-Madrigal-2021	CGG32.CanFam3.1Y.rmdup.bam		Ramos-Madrigal et al. (2021) 'Genomes of Pleistocene Siberian Wolves Uncover Multiple Extinct Wolf Lineages', Current Biology, 31: 198-206.e8		CGG32	W	Tirekhtyakh4	50000	W_Tirekhtyakh4_50000	Pleistocene_Wolves	Wolves
CGG33	Ulakhan Sular	C_1346	Canis	lupus	Bone	Skull	UlakhanSular	UlakhanSular2	Ulakhan Sular, Adycha River, Siberia	Russia	61.61	129.23	16864	16864			SAMEA7538370		Pleistocene_Wolves		F		15.28			15.95	99.28	/data/feuerborntr/Mapped/CGG/CGG33.CanFam3.1Y.rmdup.bam	/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG33.CanFam31.realigned_reordered.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Ramos-Madrigal-2021/CGG33.CanFam3.1Y.rmdup.bam		Ramos-Madrigal-2021	CGG33.CanFam3.1Y.rmdup.bam		Ramos-Madrigal et al. (2021) 'Genomes of Pleistocene Siberian Wolves Uncover Multiple Extinct Wolf Lineages', Current Biology, 31: 198-206.e8		CGG33	W	UlakhanSular2	16864	W_UlakhanSular2_16864	Pleistocene_Wolves	Wolves
Tumat2			Canis	lupus	Soft tissue		Tumat	Tumat2	Tumat Village, Siberia	Russia	70.72	139.23	14122	14122			SAMEA104106512		Pleistocene_Wolves		F		5.16			5.93	97.4		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient_rehead/Tumat.CanFam31.realigned.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Ramos-Madrigal-2021/Tumat.CanFam31.realigned.bam		Ramos-Madrigal-2021	Tumat.CanFam31.realigned.bam	Mummified puppy	Ramos-Madrigal et al. (2021) 'Genomes of Pleistocene Siberian Wolves Uncover Multiple Extinct Wolf Lineages', Current Biology, 31: 198-206.e8		Tumat	W	Tumat2	14122	W_Tumat2_14122	Pleistocene_Wolves	Wolves
CGG23	Yana	Y06-NP-18994	Canis	lupus	Bone	Mandible	Yana	Yana8	Yana	Russia	70.72	135.43	33020	33019.5	33465	32574	SAMN14210385		Pleistocene_Wolves		M		4.7			3.39	91.2	/data/feuerborntr/Mapped/CGG/CGG23.CanFam3.1Y.rmdup.bam	/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG23.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Sinding2020/CGG23.CanFam3.1Y.rmdup.bam		Sinding2020	CGG23.CanFam3.1Y.rmdup.bam		Sinding et al. (2020) 'Arctic-adapted dogs emerged at the Pleistocene-Holocene transition', Science, 368: 1495-1499		CGG23	W	Yana8	33020	W_Yana8_33020	Pleistocene_Wolves	Wolves
CGG6	Zhokhov	Zh-03-97	Canis	familiaris	Bone	Mandible	Zhokhov	Zhokhov1	Zhokhov site, Zhokhov Island, New Siberian Islands	Russia	76.14	152.73	9515	9514.5			SAMN14210384		Arctic_Dogs				9.7			4.77	96.95	/data/feuerborntr/Mapped/CGG/CGG6.CanFam3.1Y.rmdup.bam	/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG6.CanFam31.realigned.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Sinding2020/CGG6.CanFam3.1Y.rmdup.bam		Sinding2020	CGG6.CanFam3.1Y.rmdup.bam		Sinding et al. (2020) 'Arctic-adapted dogs emerged at the Pleistocene-Holocene transition', Science, 368: 1495-1499		CGG6	D	Zhokhov1	9515	D_Zhokhov1_9515	Dogs	Arctic_Dogs
Taimyr-1	Russia-Taimyr_35kBP		Canis	lupus	Bone	Rib	Taimyr	Taimyr1	Taimyr Peninsula, C Siberia	Russia	73.31	104.32	34900	34900	35659	34142	SAMEA3373332		Pleistocene_Wolves		M		2.9			1.53	75.29		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/Taimyr-1.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Pub_before_2020/Taimyr-1_reheader.bam		Pub_before_2020	Taimyr-1_reheader.bam		Skoglund et al. (2015) 'Ancient Wolf Genome Reveals an Early Divergence of Domestic Dog Ancestors and Admixture into High-Latitude Breeds', Current Biology, 25 (11): 1515-1519		Taimyr-1	W	Taimyr1	34900	W_Taimyr1_34900	Pleistocene_Wolves	Wolves
SC1202	MOS-VER-SK79-2		Canis	familiaris	Tooth root	Tooth	Veretye	Veretye3	Veretye	Russia	61.3	38.9	8750	8750	9000	8500			Arctic_Dogs							0.06	5.45			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Oxford/SC1202_rmdup.bam		Unpub_Oxford	SC1202_rmdup.bam		Sophy unpublished data		SC1202	D	Veretye3	8750	D_Veretye3_8750	Dogs	Arctic_Dogs
SC1203	MOS-VER-SK88		Canis	familiaris	Tooth root	Tooth	Veretye	Veretye4	Veretye	Russia	61.3	38.9	8750	8750	9000	8500			Arctic_Dogs							1.3	70.68			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Oxford/SC1203_rmdup.bam		Unpub_Oxford	SC1203_rmdup.bam		Sophy unpublished data		SC1203	D	Veretye4	8750	D_Veretye4_8750	Dogs	Arctic_Dogs
TRF.02.22	K.1-1b	89373_b	Canis	familiaris			Amur	Amur3	Nanai	Russia	50.9	137.6	93	1927 AD					Arctic_Dogs	A1b	M		0.06			0.06	5.52	/data/feuerborntr/Bams/TRF.02.22_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.02.22_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.02.22_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.02.22	D	Amur3	93	D_Amur3_93	Dogs	Arctic_Dogs
TRF.02.23	K.3-6a	90205_	Canis	familiaris	Tissue	Skin	NenetsIamal	NenetsIamal4	Nenets/Khanti	Russia	63.2	73.9	100	1927 AD					Arctic_Dogs	A1a	M		0.05			0.04	4.01	/data/feuerborntr/Bams/TRF.02.23_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.02.23_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.02.23_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.02.23	D	NenetsIamal4	100	D_NenetsIamal4_100	Dogs	Arctic_Dogs
TRF.02.24	K.3-6b	90205_	Canis	familiaris	Tissue	Skin	NenetsIamal	NenetsIamal5	Nenets/Khanti	Russia	63.2	73.9	100	1927 AD					Arctic_Dogs	B	F		0.02			0.02	1.67	/data/feuerborntr/Bams/TRF.02.24_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.02.24_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.02.24_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.02.24	D	NenetsIamal5	100	D_NenetsIamal5_100	Dogs	Arctic_Dogs
TRF.02.57	K.1176	19753	Canis	familiaris			Kamchatka	Kamchatka4	Koryaks	Russia	61.31	163.5	60	1961 AD					Arctic_Dogs	A1a	F		0.05			0.04	4.28	/data/feuerborntr/Bams/TRF.02.57_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.02.57_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.02.57_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.02.57	D	Kamchatka4	60	D_Kamchatka4_60	Dogs	Arctic_Dogs
TRF.02.58	K.1169	19747	Canis	familiaris			Kamchatka	Kamchatka5	Koryaks	Russia	61.31	163.5	60	1961 AD					Arctic_Dogs	A1a	M		0.02			0.02	1.64	/data/feuerborntr/Bams/TRF.02.58_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.02.58_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.02.58_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.02.58	D	Kamchatka5	60	D_Kamchatka5_60	Dogs	Arctic_Dogs
TRF.04.05	AL3284	EKA_CL24_107_803	Canis	lupus			Russia	Russia1		Russia			NA						Eastern_Eurasian_Wolves	Pleistocene Wolf	M		0.14			0.14	13.32	/data/feuerborntr/Bams/TRF.04.05_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.05_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.05_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.05	W	Russia1	NA	W_Russia1_NA	Eastern_Eurasian_Wolves	Wolves
TRF.04.06	AL3288	EKA_CL24_467_24	Canis	lupus			Russia	Russia2	Unknown	Russia	61.40	85.42	NA						Eastern_Eurasian_Wolves	Wolf	M		0.02			0.02	2.25			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.06_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.06_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.06	W	Russia2	NA	W_Russia2_NA	Eastern_Eurasian_Wolves	Wolves
TRF.04.11	AL2278	MOS_BUL_MD9	Canis	familiaris			Bolgar	Bolgar2	Bolgar, Kazan	Russia	55.6	49.1	1000	1400-700 AD					Arctic_Dogs		F		0.1			0.1	9.53	/data/feuerborntr/Bams/TRF.04.11_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.11_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.11_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.11	D	Bolgar2	1000	D_Bolgar2_1000	Dogs	Arctic_Dogs
TRF.04.17	AL3064	StP_15073	Canis	familiaris			Sakha	Sakha1	Sakha	Russia	68.17	164.06	100						Arctic_Dogs		F		0.15			0.11	7.89	/data/feuerborntr/Bams/TRF.04.17_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.17_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.17_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.17	D	Sakha1	100	D_Sakha1_100	Dogs	Arctic_Dogs
TRF.04.21	AL3033	StP_20500	Canis	familiaris			Russia	Russia3	Russia	Russia	60.19	141.81	NA						Arctic_Dogs		F		0.02			0.01	1.34	/data/feuerborntr/Bams/TRF.04.21_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.21_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.21_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.21	D	Russia3	NA	D_Russia3_NA	Dogs	Arctic_Dogs
TRF.04.23	AL3054	StP_9299	Canis	familiaris			CommanderIslands	CommanderIslands1	Commander Islands	Russia	55.0	166.3	100						Arctic_Dogs		U		0.05			0.04	3.99	/data/feuerborntr/Bams/TRF.04.23_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.23_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.23_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.23	D	CommanderIslands1	100	D_CommanderIslands1_100	Dogs	Arctic_Dogs
